"Nome da campanha","Nome do conjunto de anúncios","Nome da conta","Nome do anúncio",Dia,Plataforma,Posicionamento,"Plataforma do dispositivo","Veiculação do anúncio",Alcance,Impressões,"Cliques (todos)",Moeda,"CPC (todos)","Valor usado (BRL)",Início,Término,Frequência,Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Configuração de atribuição","Taxa de compras por visualizações da página de destino","Taxa de compras por cliques no link","Taxa de visualizações da página de destino por cliques no link","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do conjunto de anúncios","Veiculação da campanha","CTR (taxa de cliques no link)","Adições ao carrinho","Orçamento da campanha","Tipo de orçamento da campanha","Nome da campanha","URL do site","Início dos relatórios","Término dos relatórios"
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,6,23,4,BRL,0.21,0.84,2025-12-28,Contínuo,3.83333333,,,,4,0.21,36.52173913,17.39130435,23,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,140,active,active,17.39130435,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,"Resultados da pesquisa",mobile_app,inactive,8,8,0,BRL,,0.02,2025-12-28,Contínuo,1,,,,,,2.5,0,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,2.5,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,"Anúncios no Facebook Reels",mobile_app,inactive,29,31,0,BRL,,0.17,2025-12-28,Contínuo,1.06896552,,,,,,5.48387097,0,31,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,5.86206897,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,"Coluna da direita",desktop,inactive,31,68,0,BRL,,0.12,2025-12-28,Contínuo,2.19354839,,,,,,1.76470588,0,75,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.87096774,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,threads,"Feed do Threads",mobile_app,inactive,4,4,0,BRL,,0.08,2025-12-28,Contínuo,1,,,,,,20,0,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,Feed,desktop,inactive,139,156,11,BRL,0.11545455,1.27,2025-12-28,Contínuo,1.12230216,,,,,,8.14102564,7.05128205,137,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,9.13669065,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,"Feed do perfil do Facebook",mobile_app,inactive,3,3,0,BRL,,0.01,2025-12-28,Contínuo,1,,,,,,3.33333333,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.33333333,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-23,facebook,Marketplace,mobile_app,inactive,10,10,1,BRL,0.09,0.09,2025-12-28,Contínuo,1,,,,1,0.09,9,10,10,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,9,active,active,10,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-23,2026-02-23
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,Feed,mobile_web,inactive,2,2,0,BRL,,0.02,2025-12-28,Contínuo,1,,,,,,10,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,Feed,mobile_web,inactive,13,15,3,BRL,0.03333333,0.1,2025-12-28,Contínuo,1.15384615,,,,,,6.66666667,20,15,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,7.69230769,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Resultados da pesquisa",mobile_app,inactive,8,9,0,BRL,,0.04,2025-12-28,Contínuo,1.125,,,,,,4.44444444,0,6,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,5,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,Feed,mobile_app,inactive,63,79,9,BRL,0.25222222,2.27,2025-12-28,Contínuo,1.25396825,,,,9,0.25222222,28.73417722,11.39240506,79,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,36.03174603,active,active,11.39240506,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,instagram,Feed,mobile_app,inactive,71,75,2,BRL,1.13,2.26,2025-12-28,Contínuo,1.05633803,,,,2,1.13,30.13333333,2.66666667,76,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,31.83098592,active,active,2.66666667,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,"Facebook Reels",mobile_web,inactive,1,1,0,BRL,,0,2025-12-28,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,"Facebook Reels",mobile_app,inactive,3,3,0,BRL,,0.02,2025-12-28,Contínuo,1,,,,,,6.66666667,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,6.66666667,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,instagram,"Instagram Stories",mobile_app,inactive,6,8,0,BRL,,0.08,2025-12-28,Contínuo,1.33333333,,,,,,10,0,8,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,13.33333333,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,"Facebook Stories",mobile_app,inactive,3,3,0,BRL,,0.05,2025-12-28,Contínuo,1,,,,,,16.66666667,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,16.66666667,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,instagram,Feed,desktop,inactive,1,1,0,BRL,,0.01,2025-12-28,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,facebook,Marketplace,mobile_app,inactive,1,1,0,BRL,,0,2025-12-28,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-22,instagram,"Página inicial do Explorar",mobile_app,inactive,2,2,0,BRL,,0,2025-12-28,Contínuo,1,,,,,,0,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,threads,"Feed do Threads",mobile_app,inactive,7,7,0,BRL,,0.06,2025-12-28,Contínuo,1,,,,,,8.57142857,0,7,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,8.57142857,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Facebook Reels",mobile_web,inactive,13,15,0,BRL,,0.04,2025-12-28,Contínuo,1.15384615,,,,,,2.66666667,0,15,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.07692308,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,instagram,Feed,desktop,inactive,23,23,0,BRL,,0.94,2025-12-28,Contínuo,1,,,,,,40.86956522,0,21,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,40.86956522,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,Marketplace,mobile_app,inactive,22,28,0,BRL,,0.15,2025-12-28,Contínuo,1.27272727,,,,,,5.35714286,0,29,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,6.81818182,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,instagram,"Instagram Reels",mobile_app,inactive,169,177,9,BRL,0.78111111,7.03,2025-12-28,Contínuo,1.04733728,,,,9,0.78111111,39.71751412,5.08474576,185,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,41.59763314,active,active,5.08474576,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,instagram,Feed,mobile_app,inactive,361,400,11,BRL,1.03181818,11.35,2025-12-28,Contínuo,1.10803324,,,,8,1.41875,28.375,2.75,398,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,31.44044321,active,active,2,1,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,Feed,mobile_app,inactive,932,1053,130,BRL,0.10253846,13.33,2025-12-28,Contínuo,1.12982833,,,,22,0.60590909,12.65906933,12.34567901,1030,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,14.30257511,active,active,2.08926876,2,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,instagram,"Instagram Stories",mobile_app,inactive,791,834,40,BRL,0.5865,23.46,2025-12-28,Contínuo,1.05436157,,,,35,0.67028571,28.1294964,4.79616307,836,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,29.65865992,active,active,4.19664269,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Facebook Reels",mobile_app,inactive,365,430,105,BRL,0.04419048,4.64,2025-12-28,Contínuo,1.17808219,,,,12,0.38666667,10.79069767,24.41860465,443,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,12.71232877,active,active,2.79069767,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Reels in-stream",mobile_app,inactive,91,103,5,BRL,0.222,1.11,2025-12-28,Contínuo,1.13186813,,,,2,0.555,10.77669903,4.85436893,96,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,12.1978022,active,active,1.94174757,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,Feed,desktop,inactive,117,125,12,BRL,0.1125,1.35,2025-12-28,Contínuo,1.06837607,,,,2,0.675,10.8,9.6,114,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,11.53846154,active,active,1.6,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Facebook Stories",mobile_app,inactive,41,42,2,BRL,0.66,1.32,2025-12-28,Contínuo,1.02439024,,,,1,1.32,31.42857143,4.76190476,42,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,32.19512195,active,active,2.38095238,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,instagram,Feed,mobile_web,inactive,8,8,0,BRL,,0.05,2025-12-28,Contínuo,1,,,,,,6.25,0,8,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,6.25,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Coluna da direita",desktop,inactive,32,51,0,BRL,,0.07,2025-12-28,Contínuo,1.59375,,,,,,1.37254902,0,55,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,2.1875,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Anúncios no Facebook Reels",mobile_app,inactive,26,29,0,BRL,,0.17,2025-12-28,Contínuo,1.11538462,,,,,,5.86206897,0,29,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,6.53846154,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,5,9,0,BRL,,0.06,2025-12-28,Contínuo,1.8,,,,,,6.66666667,0,9,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,12,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,"Feed do perfil do Facebook",mobile_app,inactive,4,4,1,BRL,0,0,2025-12-28,Contínuo,1,,,,,,0,25,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-22,facebook,Marketplace,desktop,inactive,3,3,0,BRL,,0.01,2025-12-28,Contínuo,1,,,,,,3.33333333,0,6,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.33333333,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-22,2026-02-22
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Facebook Reels",mobile_web,inactive,6,6,0,BRL,,0.01,2025-12-28,Contínuo,1,,,,,,1.66666667,0,6,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,1.66666667,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Feed do perfil do Facebook",mobile_app,inactive,3,3,0,BRL,,0.05,2025-12-28,Contínuo,1,,,,,,16.66666667,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,16.66666667,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,2,3,0,BRL,,0.03,2025-12-28,Contínuo,1.5,,,,,,10,0,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,15,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Coluna da direita",desktop,inactive,19,29,0,BRL,,0.01,2025-12-28,Contínuo,1.52631579,,,,,,0.34482759,0,29,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0.52631579,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,instagram,Feed,desktop,inactive,18,18,0,BRL,,0.06,2025-12-28,Contínuo,1,,,,,,3.33333333,0,18,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.33333333,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-21,instagram,Feed,mobile_app,inactive,5,5,0,BRL,,0.46,2025-12-28,Contínuo,1,,,,,,92,0,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,92,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Anúncios no Facebook Reels",mobile_app,inactive,18,20,0,BRL,,0.17,2025-12-28,Contínuo,1.11111111,,,,,,8.5,0,20,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,9.44444444,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,instagram,Feed,mobile_web,inactive,12,12,0,BRL,,0.09,2025-12-28,Contínuo,1,,,,,,7.5,0,11,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,7.5,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-21,facebook,Feed,mobile_app,inactive,14,15,0,BRL,,0.58,2025-12-28,Contínuo,1.07142857,,,,,,38.66666667,0,16,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,41.42857143,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-21,instagram,"Instagram Reels",mobile_app,inactive,1,1,0,BRL,,0,2025-12-28,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,Marketplace,desktop,inactive,2,2,0,BRL,,0.05,2025-12-28,Contínuo,1,,,,,,25,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,25,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Notificações do Facebook",mobile_app,inactive,1,1,0,BRL,,0.03,2025-12-28,Contínuo,1,,,,,,30,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,30,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | CAT | MAIS AMADAS",2026-02-21,instagram,"Instagram Stories",mobile_app,inactive,1,1,0,BRL,,0.02,2025-12-28,Contínuo,1,,,,,,20,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20,active,active,,,35,Diário,"VND | BR | CORE",http://www.ohmydogloja.com/,2026-02-21,2026-02-21
"VND | BR | CORE","SET | CAT | MAIS VENDIDAS","Conta de Anúncios OMD","AD | IMG | ORELHA",2026-02-21,facebook,"Resultados da pesquisa",mobile_app,inactive,4,4,0,BRL,,0.02,2025-12-28,Contínuo,1,,,,,,5,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,5,active,active,,,35,Diário,"VND | BR | CORE",https://www.ohmydogloja.com/ohmydog/product/orelha-eterno-56c01352-9185-4e49-b10a-181191fc7789,2026-02-21,2026-02-21
