"Nome da campanha","Nome do conjunto de anúncios","Nome da conta","Nome do anúncio",Dia,Plataforma,Posicionamento,"Plataforma do dispositivo","Veiculação do anúncio",Alcance,Impressões,"Cliques (todos)",Moeda,"CPC (todos)","Valor usado (BRL)",Início,Término,Frequência,Compras,"Custo por compra","Valor de conversão da compra","Cliques no link","CPC (custo por clique no link)","CPM (custo por 1.000 impressões)","CTR (todos)",Visualizações,"Configuração de atribuição","Taxa de compras por visualizações da página de destino","Taxa de compras por cliques no link","Taxa de visualizações da página de destino por cliques no link","Custo por 1.000 contas da Central de Contas alcançadas","Veiculação do conjunto de anúncios","Veiculação da campanha","CTR (taxa de cliques no link)","Adições ao carrinho","Orçamento da campanha","Tipo de orçamento da campanha","Nome da campanha","URL do site","Início dos relatórios","Término dos relatórios"
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,instagram,"Instagram Reels",mobile_app,inactive,31,34,3,BRL,0.65,1.95,2025-11-03,Contínuo,1.09677419,,,,4,0.4875,57.35294118,8.82352941,34,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,62.90322581,inactive,inactive,11.76470588,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,instagram,Feed,mobile_app,inactive,850,901,23,BRL,1.1673913,26.85,2025-11-03,Contínuo,1.06,,,,18,1.49166667,29.80022198,2.5527192,901,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,31.58823529,inactive,inactive,1.99778024,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,Feed,mobile_app,inactive,109,128,11,BRL,0.43363636,4.77,2025-11-03,Contínuo,1.17431193,,,,10,0.477,37.265625,8.59375,128,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,43.76146789,inactive,inactive,7.8125,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | INT | Moda+Shopper | EXC Purch30 | BR | CAT Full | Conv-7d1d","Conta de Anúncios OMD",INEXP_CatCamis_INT_NATAL,2025-12-06,instagram,"Instagram Stories",mobile_app,inactive,7,9,0,BRL,,0.33,2025-11-03,Contínuo,1.28571429,,,,,,36.66666667,0,9,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,47.14285714,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/868611745539054,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,instagram,Feed,desktop,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | INT | Moda+Shopper | EXC Purch30 | BR | CAT Full | Conv-7d1d","Conta de Anúncios OMD",INEXP_CatCamis_INT_NATAL,2025-12-06,facebook,Feed,mobile_app,inactive,5,5,1,BRL,0.14,0.14,2025-11-03,Contínuo,1,,,,1,0.14,28,20,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,28,inactive,inactive,20,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/868611745539054,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | INT | Moda+Shopper | EXC Purch30 | BR | CAT Full | Conv-7d1d","Conta de Anúncios OMD",INEXP_CatCamis_INT_NATAL,2025-12-06,instagram,Feed,mobile_app,inactive,3,3,2,BRL,0.065,0.13,2025-11-03,Contínuo,1,,,,1,0.13,43.33333333,66.66666667,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,43.33333333,inactive,inactive,33.33333333,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/868611745539054,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD","IMG | Natal –80% PELO",2025-12-06,instagram,"Instagram Reels",mobile_app,inactive,3,3,0,BRL,,0.11,2025-11-11,Contínuo,1,,,,,,36.66666667,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,36.66666667,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/80-pelo-1befeadf-cae5-45c7-8ab6-bcef7dd71763,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD","IMG | Natal –80% PELO",2025-12-06,facebook,Feed,mobile_app,inactive,29,32,0,BRL,,0.76,2025-11-11,Contínuo,1.10344828,,,,,,23.75,0,32,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,26.20689655,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/80-pelo-1befeadf-cae5-45c7-8ab6-bcef7dd71763,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD","IMG | Natal –80% PELO",2025-12-06,facebook,"Facebook Stories",mobile_app,inactive,1,1,0,BRL,,0,2025-11-11,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/80-pelo-1befeadf-cae5-45c7-8ab6-bcef7dd71763,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD","IMG | Natal –80% PELO",2025-12-06,instagram,"Instagram Stories",mobile_app,inactive,33,35,1,BRL,0.5,0.5,2025-11-11,Contínuo,1.06060606,,,,1,0.5,14.28571429,2.85714286,35,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,15.15151515,inactive,inactive,2.85714286,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/80-pelo-1befeadf-cae5-45c7-8ab6-bcef7dd71763,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Full","Conta de Anúncios OMD","IMG | Natal –80% PELO",2025-12-06,instagram,Feed,mobile_app,inactive,15,16,2,BRL,0.205,0.41,2025-11-11,Contínuo,1.06666667,,,,2,0.205,25.625,12.5,16,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,27.33333333,inactive,inactive,12.5,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/80-pelo-1befeadf-cae5-45c7-8ab6-bcef7dd71763,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,"Facebook Reels",mobile_app,inactive,20,21,0,BRL,,0.47,2025-11-03,Contínuo,1.05,,,,,,22.38095238,0,21,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,23.5,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,"Facebook Stories",mobile_app,inactive,10,10,1,BRL,0.16,0.16,2025-11-03,Contínuo,1,,,,2,0.08,16,10,10,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,16,inactive,inactive,20,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,"Feed do perfil do Facebook",mobile_app,inactive,1,1,0,BRL,,0.01,2025-11-03,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,"Facebook Stories",mobile_app,inactive,1,2,0,BRL,,0.02,2025-12-03,Contínuo,2,,,,,,10,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,Feed,desktop,inactive,4,4,0,BRL,,0.13,2025-11-03,Contínuo,1,,,,,,32.5,0,4,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,32.5,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,"Notificações do Facebook",mobile_app,inactive,1,1,0,BRL,,0.02,2025-12-03,Contínuo,1,,,,1,0.02,20,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20,inactive,inactive,100,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,Feed,mobile_app,inactive,190,229,8,BRL,0.49625,3.97,2025-12-03,Contínuo,1.20526316,1,3.97,302.88,5,0.794,17.33624454,3.49344978,233,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20.89473684,inactive,inactive,2.18340611,3,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,instagram,Feed,mobile_app,inactive,522,570,14,BRL,1.08571429,15.2,2025-12-03,Contínuo,1.09195402,,,,9,1.68888889,26.66666667,2.45614035,570,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,29.11877395,inactive,inactive,1.57894737,1,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,Feed,desktop,inactive,5,5,0,BRL,,0.74,2025-12-03,Contínuo,1,,,,,,148,0,5,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,148,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,Feed,mobile_web,inactive,3,3,0,BRL,,0.01,2025-12-03,Contínuo,1,,,,,,3.33333333,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,3.33333333,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,"Facebook Reels",mobile_app,inactive,6,8,0,BRL,,0.06,2025-12-03,Contínuo,1.33333333,,,,,,7.5,0,8,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,Marketplace,mobile_app,inactive,1,1,0,BRL,,0.01,2025-12-03,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,instagram,"Instagram Stories",mobile_app,inactive,97,130,7,BRL,0.36285714,2.54,2025-12-03,Contínuo,1.34020619,,,,6,0.42333333,19.53846154,5.38461538,130,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,26.18556701,inactive,inactive,4.61538462,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,facebook,Feed,mobile_app,inactive,165,201,6,BRL,0.795,4.77,2025-12-03,Contínuo,1.21818182,,,,4,1.1925,23.73134328,2.98507463,201,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,28.90909091,inactive,inactive,1.99004975,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,instagram,"Instagram Stories",mobile_app,inactive,54,77,2,BRL,1.105,2.21,2025-12-03,Contínuo,1.42592593,,,,2,1.105,28.7012987,2.5974026,77,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,40.92592593,inactive,inactive,2.5974026,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","Teste — P | BR25+ | OPEN | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-06,instagram,Feed,mobile_app,inactive,196,228,6,BRL,1.78166667,10.69,2025-12-03,Contínuo,1.16326531,,,,5,2.138,46.88596491,2.63157895,228,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,54.54081633,inactive,inactive,2.19298246,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","INT | BR25-55 | PUR | CAT | Pais & DogLovers","Conta de Anúncios OMD","CRS | Coleção Infantil | Mix Bodys e Camisetas",2025-12-06,instagram,Feed,mobile_app,inactive,1,1,0,BRL,,0.03,2025-12-03,Contínuo,1,,,,,,30,0,1,"Clique de 7 dias ou visualização de 1 dia",,,,30,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/collections/kids,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","INT | BR25-55 | PUR | CAT | Pais & DogLovers","Conta de Anúncios OMD","CRS | Coleção Infantil | Mix Bodys e Camisetas",2025-12-06,facebook,Feed,mobile_app,inactive,1,1,0,BRL,,0.06,2025-12-03,Contínuo,1,,,,,,60,0,1,"Clique de 7 dias ou visualização de 1 dia",,,,60,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/collections/kids,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,audience_network,"Nativo, banner e intersticial",mobile_app,inactive,2,3,0,BRL,,0.24,2025-11-03,Contínuo,1.5,,,,,,80,0,6,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,120,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,facebook,Feed,mobile_web,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | ABR | BR25+ | CAT Camisetas","Conta de Anúncios OMD","CRS | Camisetas | Broad_Natal",2025-12-06,instagram,"Página inicial do Explorar",mobile_app,inactive,1,1,0,BRL,,0,2025-11-03,Contínuo,1,,,,,,0,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-06,2025-12-06
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,"Facebook Reels",mobile_web,inactive,2,2,0,BRL,,0.01,2025-12-03,Contínuo,1,,,,,,5,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,5,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,instagram,"Instagram Reels",mobile_app,inactive,2,2,0,BRL,,0.03,2025-11-03,Contínuo,1,,,,,,15,0,2,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,15,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,instagram,Feed,mobile_app,inactive,12,15,0,BRL,,1.07,2025-11-03,Contínuo,1.25,,,,,,71.33333333,0,15,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,89.16666667,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,facebook,Feed,mobile_app,inactive,13,15,1,BRL,2.43,2.43,2025-11-03,Contínuo,1.15384615,,,,,,162,6.66666667,15,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,186.92307692,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,instagram,"Instagram Stories",mobile_app,inactive,8,8,0,BRL,,0.22,2025-11-03,Contínuo,1,,,,,,27.5,0,8,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,27.5,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,facebook,Feed,mobile_web,inactive,1,1,0,BRL,,0.04,2025-11-03,Contínuo,1,,,,,,40,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,40,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | RMK | VC30+Eng30 | EXC Purch30","Conta de Anúncios OMD",INEXP_CatCamis_RMK_NATAL_PROG_v1,2025-12-05,facebook,"Facebook Reels",mobile_app,inactive,1,1,0,BRL,,0.01,2025-11-03,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/2070762707023432,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,"Resultados da pesquisa",mobile_app,inactive,1,1,0,BRL,,0,2025-12-03,Contínuo,1,,,,,,0,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,0,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,"Facebook Stories",mobile_app,inactive,3,3,0,BRL,,0.13,2025-12-03,Contínuo,1,,,,,,43.33333333,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,43.33333333,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,Marketplace,mobile_app,inactive,3,3,0,BRL,,0.03,2025-12-03,Contínuo,1,,,,,,10,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,instagram,Feed,mobile_web,inactive,3,3,0,BRL,,0.05,2025-12-03,Contínuo,1,,,,,,16.66666667,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,16.66666667,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,instagram,Explorar,mobile_app,inactive,1,1,0,BRL,,0.01,2025-12-03,Contínuo,1,,,,,,10,0,1,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,10,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,instagram,Feed,desktop,inactive,3,3,0,BRL,,0.04,2025-12-03,Contínuo,1,,,,,,13.33333333,0,3,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,13.33333333,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | LAL | Buyers1-2 | EXC Purch30 | CAMISETAS","Conta de Anúncios OMD",INEXP_CatCamis_LAL12_NATAL_PROG_v1,2025-12-05,instagram,"Instagram Reels",mobile_app,inactive,25,27,4,BRL,0.2,0.8,2025-11-03,Contínuo,1.08,,,,1,0.8,29.62962963,14.81481481,27,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,32,inactive,inactive,3.7037037,,100,Diário,"VND | BR | AlwaysOn",https://fb.com/canvas_doc/1219289860059219,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,Feed,desktop,inactive,6,6,0,BRL,,0.12,2025-12-03,Contínuo,1,,,,,,20,0,6,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,20,inactive,inactive,,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
"VND | BR | AlwaysOn","P | BR25+ | PUR | AMADAS","Conta de Anúncios OMD","CRS 01 | AMADAS",2025-12-05,facebook,"Facebook Reels",mobile_app,inactive,25,27,3,BRL,0.12666667,0.38,2025-12-03,Contínuo,1.08,,,,2,0.19,14.07407407,11.11111111,27,"Clique de 7 dias, visualização de 1 dia ou visualização com engajamento de 1 dia",,,,15.2,inactive,inactive,7.40740741,,100,Diário,"VND | BR | AlwaysOn",https://www.ohmydogloja.com/ohmydog/product/turminha-canina-530b4ff0-c103-49e3-9f9f-1ad027737333,2025-12-05,2025-12-05
